ID,Name,Gender,Birthday,Place of Birth
3910,Frances McDormand,Female,1957-06-23,"Chicago, Illinois, USA"
1370,Brad Dourif,Male,1950-03-18,"Huntington, West Virginia, USA"
8655,R. Lee Ermey,Male,1944-03-24,"Emporia, Kansas, USA"
1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
12021,Mia Farrow,Female,1945-02-09,"Los Angeles, California, USA"
4,Carrie Fisher,Female,1956-10-21,"Beverly Hills, Los Angeles, California, USA"
10767,Barbara Hershey,Female,1948-02-05,"Hollywood, California, USA"
39459,Hayley Atwell,Female,1982-04-05,"London, England"
11367,Bradley Whitford,Male,1959-10-10,"Madison, Wisconsin, USA"
55470,Dominic Cooper,Male,1978-06-02,"Greenwich, London, England, UK"
2203,Neal McDonough,Male,1966-02-13,"Dorchester, Massachusetts, USA"
16828,Chris Evans,Male,1981-06-13,"Sudbury, Massachusetts, USA"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
2229,Catherine Keener,Female,1959-03-23,Miami - Florida - USA
94864,Max Martini,Male,1969-12-11,Kingston - New York - USA
15824,Chris Mulkey,Male,1948-05-03,"Viroqua, Wisconsin"
120019,Aldo Baglio,Male,1958-09-28,"Palermo, Italy"
120020,Giovanni Storti,Male,1957-02-20,"Milano, Italy"
120025,Giacomo Poretti,Male,1956-04-26,"Villa Cortese, Italy"
7543,Marina Massironi,Female,1963-05-16,"Legnano, Italy"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
3663,Jerry Lewis,Male,1926-03-16,"Newark, New Jersey, USA"
1041,Diahnne Abbott,Female,1945-05-01,"New York, New York"
3664,Sandra Bernhard,Female,1955-06-06,"Flint, Michigan, USA"
1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
3092,Diane Keaton,Female,1946-01-05,"Los Angeles, California, USA"
10555,Tony Roberts,Male,1939-10-22,"New York City, New York, USA"
70013,Jerry Lacy,Male,1936-03-27,"Sioux City, Iowa, USA"
95788,Susan Anspach,Female,1942-11-23,"New York City, New York, U.S."
20141,Deborah Kerr,Female,1921-09-30,"Helensburgh, Scotland, UK"
22529,Peter Wyngarde,Male,1928-08-23,"Marseille, Bouches-du-Rhône, France"
7640,Michael Redgrave,Male,1908-03-20,"Bristol, Gloucestershire, England"
70447,Martin Stephens,Male,1948-07-30,"Southgate, Middlesex, England"
1892,Matt Damon,Male,1970-10-08,"Boston, Massachusetts, USA"
2505,James Cromwell,Male,1940-01-27,"Los Angeles, California, USA"
5823,Julie Andrews,Female,1935-10-01,"Walton-on-Thames, Surrey, England, UK"
290,Christopher Plummer,Male,1929-12-13,"Toronto, Ontario, Canada"
7331,Eleanor Parker,Female,1922-06-26,"Cedarville, Ohio, USA"
29283,Richard Haydn,Male,1905-03-10,"Camberwell, London, England, UK"
77860,Jacques Gamblin,Male,1957-11-16,Granville - Manche - France
54228,Déborah François,Female,1987-05-24,"Rocourt, Liège, Belgium"
71507,Marc-André Grondin,Male,1984-03-11,"Montreal, Quebec"
146287,Pio Marmaï,Male,1984-07-13,"Strasbourg, France"
500,Tom Cruise,Male,1962-07-03,"Syracuse, New York, USA"
5081,Emily Blunt,Female,1983-02-23,"Wandsworth, London, England, UK"
2039,Brendan Gleeson,Male,1955-03-29,"Dublin, Ireland"
2053,Bill Paxton,Male,1955-05-17,"Fort Worth, Texas, USA"
6355,Roy Scheider,Male,1932-11-10,"Orange, New Jersey, USA"
8606,Robert Shaw,Male,1927-08-09,"Westhoughton, Lancashire, England, UK"
3037,Richard Dreyfuss,Male,1947-10-29,"Brooklyn, New York, USA"
8607,Lorraine Gary,Female,1937-08-16,"New York City, New York, USA"
8608,Murray Hamilton,Male,1923-03-24,"Washington, North Carolina, United States"
1327993,Tom Hudson,Male,1994-01-30,France
40325,Megumi Hayashibara,Female,1967-03-30,"Tokyo, Japan"
8984,Bill Pullman,Male,1953-12-17,"Hornell, New York, U.S.A."
4687,Patricia Arquette,Female,1968-04-08,Chicago - Illinois - USA
9296,Balthazar Getty,Male,1975-01-22,"Los Angeles, California, USA"
9287,Robert Blake,Male,1933-09-18,"Nutley, New Jersey, USA"
9285,John Roselius,Male,1944-08-19,USA
11389,John Lone,Male,1952-10-13,Hong Kong
11390,Peter O'Toole,Male,1932-08-02,"Connemara, County Galway, Ireland"
6720,Joan Chen,Female,1961-04-26,"Shanghai, China"
69033,Vivian Wu,Female,1966-02-05,"Shanghai, China"
11392,Dennis Dun,Male,1952-04-19,"Stockton, California, USA"
6837,Walter Matthau,Male,1920-10-01,"New York City, New York, USA"
8606,Robert Shaw,Male,1927-08-09,"Westhoughton, Lancashire, England, UK"
1936,Martin Balsam,Male,1919-11-04,"Bronx, New York, USA"
1210,Héctor Elizondo,Male,1936-12-22,"New York City, New York, USA"
53285,Earl Hindman,Male,1942-10-20,"Bisbee, Arizona, USA"
49767,Frederick Lau,Male,1989-08-17,"Berlin, Germany"
38773,Max Riemelt,Male,1984-01-07,"Berlin, Germany"
692,Jennifer Ulrich,Female,1984-10-18,"Lichtenberg, Berlin, Germany"
1859,Christiane Paul,Female,1974-03-08,"Berlin, Germany"
1158,Al Pacino,Male,1940-04-25,"New York City, New York, USA"
5577,Chris O'Donnell,Male,1970-06-26,"Winnetka, Illinois, USA"
8986,James Rebhorn,Male,1948-09-01,Philadelphia - Pennsylvania - USA
5503,Gabrielle Anwar,Female,1970-02-04,"Laleham, Middlesex, England"
1233,Philip Seymour Hoffman,Male,1967-07-23,Fairport - New York - USA
53445,Adel Karam,Male,1972-08-20,"Beirut, Lebanon"
1585765,Kamel El Basha,Male,1962-03-14,"Gerusalemme, Israele"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
9994,Helen Hunt,Female,1963-06-15,"Los Angeles, California, USA"
38026,Chris Noth,Male,1954-11-13,"Madison, Wisconsin, USA"
3636,Paul Newman,Male,1925-01-26,"Shaker Heights, Ohio, USA"
4135,Robert Redford,Male,1936-08-18,"Santa Monica, California, USA"
9594,Katharine Ross,Female,1940-01-29,"Hollywood, California, USA"
8260,Strother Martin,Male,1919-03-26,"Kokomo, Indiana, USA"
5732,Henry Jones,Male,1912-08-01,"Philadelphia, Pennsylvania, U.S."
69055,Jessica Harper,Female,1949-10-10,"Chicago, Illinois, USA"
24608,Flavio Bucci,Male,1947-05-25,"Turin, Italy"
54153,Miguel Bosé,Male,1956-04-03,"Aries, Panamá"
15385,Alida Valli,Female,1921-05-31,"Pola, Istria, Italy [now Pula, Istria, Croatia]"
11357,Bruce Campbell,Male,1958-06-22,"Birmingham, Michigan, USA"
5823,Julie Andrews,Female,1935-10-01,"Walton-on-Thames, Surrey, England, UK"
61303,Dick Van Dyke,Male,1925-12-13,"West Plains, Missouri, U.S."
5825,David Tomlinson,Male,1917-05-07,"Henley-on-Thames, Oxfordshire, England"
5826,Glynis Johns,Female,1923-10-05,"Pretoria, South Africa"
5827,Hermione Baddeley,Female,1906-11-13,"Broseley, Shropshire, England, United Kingdom"
10127,Jon Voight,Male,1938-12-29,"Yonkers, New York, USA"
4483,Dustin Hoffman,Male,1937-08-08,"Los Angeles, California, USA"
19335,Sylvia Miles,Female,1932-09-09,"New York City, New York, USA"
1943,John McGiver,Male,1913-11-05,"New York City, New York, USA"
30585,Brenda Vaccaro,Female,1939-11-18,"Brooklyn, New York, U.S."
7060,Martin Freeman,Male,1971-09-08,"Aldershot, Hampshire, England, UK"
1327,Ian McKellen,Male,1939-05-25,"Burnley, Lancashire, England, UK"
30315,Richard Armitage,Male,1971-08-22,"Leicester, England, UK"
71580,Benedict Cumberbatch,Male,1976-07-19,"Hammersmith, London, England, UK"
112,Cate Blanchett,Female,1969-05-14,"Melbourne, Victoria, Australia"
1229,Jeff Bridges,Male,1949-12-04,"Los Angeles, California, USA"
851784,Mackenzie Foy,Female,2000-11-10,"Los Angeles, California, USA"
53714,Rachel McAdams,Female,1978-11-17,"London, Ontario, Canada"
8293,Marion Cotillard,Female,1975-09-30,"Paris, France"
879,Billy Bob Thornton,Male,1955-08-04,"Hot Springs, Arkansas, USA"
3910,Frances McDormand,Female,1957-06-23,"Chicago, Illinois, USA"
1010,Michael Badalucco,Male,1954-12-20,"Brooklyn, New York, U.S."
4691,James Gandolfini,Male,1961-09-18,"Westwood, New Jersey, USA"
1245,Scarlett Johansson,Female,1984-11-22,"New York City, New York, USA"
193,Gene Hackman,Male,1930-01-30,"San Bernardino, California, USA"
3096,John Cazale,Male,1935-08-12,"Boston, Massachusetts, USA"
8351,Frederic Forrest,Male,1936-12-23,Waxahachie - Texas - USA
8434,Cindy Williams,Female,1947-08-22,"Van Nuys, Los Angeles, California, USA"
3,Harrison Ford,Male,1942-07-13,"Chicago, Illinois, USA"
10798,Groucho Marx,Male,1890-10-02,"New York City, New York, USA"
10800,Harpo Marx,Male,1888-11-23,"New York City, New York, USA"
10799,Chico Marx,Male,1887-03-22,"New York City, New York, USA"
30014,Zeppo Marx,Male,1901-02-25,"New York City, New York, USA"
10804,Margaret Dumont,Female,1882-10-20,"Brooklyn, New York,  USA"
4173,Anthony Hopkins,Male,1937-12-31,"Margam, Port Talbot, Glamorgan, Wales, UK"
7056,Emma Thompson,Female,1959-04-15,"Paddington, London, England"
1292,James Fox,Male,1939-05-19,"London, England, UK"
20006,Christopher Reeve,Male,1952-09-25,New York City - New York - USA
3291,Hugh Grant,Male,1960-09-09,"London, England, UK"
25002,Lee Byung-hun,Male,1970-07-12,"Seongnam, Gyeonggi, South Korea"
116175,Shin Min-A,Female,1984-04-05,"Seongnam, Gyeonggi, South Korea"
69080,Kim Yeong-cheol,Male,1953-02-25,"Daegu, South Korea"
68903,Hwang Jung-min,Male,1970-09-01,"Masan, South Gyeongsang Province, South Korea"
1299287,Jin Goo,Male,1980-07-20,"Seoul, South Korea"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
9046,Chazz Palminteri,Male,1952-05-15,"The Bronx, New York, USA"
17917,Lillo Brancato,Male,1976-03-30,"Bogotá, Colombia"
17918,Francis Capra,Male,1983-04-22,Bronx - New York - USA
17919,Taral Hicks,Female,1974-09-21,"The Bronx, New York, U.S."
76621,Will Friedle,Male,1976-08-11,"Hartford, Connecticut, USA"
34947,Kevin Conroy,Male,1955-11-30,"Westbury, New York, U.S."
2,Mark Hamill,Male,1951-09-25,"Concord, California, USA"
52929,Angie Harmon,Female,1972-08-10,"Highland Park, Texas, USA"
923,Dean Stockwell,Male,1936-03-05,North Hollywood - California - USA
93210,Domhnall Gleeson,Male,1983-05-12,"Dublin, Ireland"
227454,Alicia Vikander,Female,1988-10-03,"Gothenburg, Västra Götalands län, Sweden"
25072,Oscar Isaac,Male,1979-03-09,"Guatemala City, Guatemala"
1457238,Sonoya Mizuno,Female,1988-07-01,Tokyo - Japan
6718,Jack Nance,Male,1943-12-21,"Boston, Massachusetts, USA"
14794,Charlotte Stewart,Female,1941-02-27,"Yuba City, California, USA"
14795,Allen Joseph,Male,1919-05-29,"Minneapolis, Minnesota, USA"
14796,Jeanne Bates,Female,1918-05-21,"Berkeley, California, USA"
32987,Sam Riley,Male,1980-01-08,"Leeds, West Yorkshire, England, UK"
2206,Samantha Morton,Female,1977-05-13,"Nottingham, Nottinghamshire, England, UK"
5644,Alexandra Maria Lara,Female,1978-11-12,"Bucharest, Romania"
29234,Joe Anderson,Male,1982-03-26,England - UK
109746,Yasuo Yamada,Male,1932-09-10,"Tokyo, Japan"
616,Gorō Naya,Male,1929-11-17,"Hakodate, Hokkaido, Japan"
2638,Cary Grant,Male,1904-01-18,"Horfield, Bristol, England, UK"
2670,Priscilla Lane,Female,1915-06-12,"Indianola, Iowa, USA"
2669,Raymond Massey,Male,1896-08-30,"Toronto, Ontario, Canada"
2672,Jack Carson,Male,1910-10-27,"Carman, Manitoba, Canada"
2437,Edward Everett Horton,Male,1886-03-18,"Brooklyn, New York City, New York, USA"
131,Jake Gyllenhaal,Male,1980-12-19,"Los Angeles, California, USA"
2955,Chris Cooper,Male,1951-07-09,"Kansas City, Missouri, USA"
4784,Laura Dern,Female,1967-02-10,"Los Angeles, California, USA"
26999,Chris Owen,Male,1980-09-25,"Michigan, USA"
10128,William Lee Scott,Male,1973-07-06,"Hudson, New York, U.S."
8975,Sam Waterston,Male,1940-11-15,"Cambridge, Massachusetts, USA"
8976,Haing S. Ngor,Male,1940-03-22,"Samrong Young, Cambodia"
8977,Craig T. Nelson,Male,1944-04-04,"Spokane, Washington, U.S."
6949,John Malkovich,Male,1953-12-09,"Christopher, Illinois, USA"
116,Keira Knightley,Female,1985-03-26,"Teddington, London, England, UK"
5530,James McAvoy,Male,1979-04-21,"Port Glasgow, Scotland, UK"
6979,Romola Garai,Female,1982-08-06,Hong Kong - China
36592,Saoirse Ronan,Female,1994-04-12,"The Bronx, New York, USA"
4154,Brenda Blethyn,Female,1946-02-20,"Ramsgate, Kent, England, UK"
234352,Margot Robbie,Female,1990-07-02,"Gold Coast, Queensland, Australia"
60898,Sebastian Stan,Male,1982-08-13,"Constanta, Romania"
19,Allison Janney,Female,1959-11-19,"Boston, Massachusetts, USA"
86034,Julianne Nicholson,Female,1971-07-01,"Medford, Massachusetts, United States"
1294982,Paul Walter Hauser,Male,1986-10-15,"Grand Rapids, Michigan, U.S."
3088,Sterling Hayden,Male,1916-03-26,"Upper Montclair, New Jersey, USA"
4343,Louis Calhern,Male,1895-02-19,"Brooklyn [now in New York City], New York, USA"
13296,Jean Hagen,Female,1923-08-03,"Chicago, Illinois, U.S."
6577,James Whitmore,Male,1921-10-01,"White Plains, New York, USA"
3149,Marilyn Monroe,Female,1926-06-01,"Los Angeles, California, USA"
55934,Taika Waititi,Male,1975-08-16,"Wellington, New Zealand"
55936,Jemaine Clement,Male,1974-01-10,New Zealand
586951,Jonny Brugh,Male,1970-04-25,"Wellington, New Zealand"
6449,Warren Beatty,Male,1937-03-30,"Richmond, Virginia, U.S."
6450,Faye Dunaway,Female,1941-01-14,"Bascom, Florida, USA"
6451,Michael J. Pollard,Male,1939-05-30,"Passaic, New Jersey, U.S."
3460,Gene Wilder,Male,1933-06-11,"Milwaukee, Wisconsin, USA"
193,Gene Hackman,Male,1930-01-30,"San Bernardino, California, USA"
209,Jane Adams,Female,1965-04-01,"Washington, D.C., United States"
16165,Jon Lovitz,Male,1957-07-21,"Tarzana, California, USA"
1233,Philip Seymour Hoffman,Male,1967-07-23,Fairport - New York - USA
19152,Dylan Baker,Male,1959-10-07,"Syracuse, New York, USA"
11108,Simon Pegg,Male,1970-02-14,"Brockworth, Gloucestershire, England, UK"
11109,Nick Frost,Male,1972-03-28,"Essex, England, UK"
11110,Kate Ashfield,Female,1972-05-28,"Oldham, Lancashire, England"
11111,Lucy Davis,Female,1973-01-02,"Solihull, West Midlands, England, UK"
7028,Dylan Moran,Male,1971-11-03,"Navan, County Meath, Ireland"
3063,Tilda Swinton,Female,1960-11-05,"London, England, UK"
4764,John C. Reilly,Male,1965-05-24,"Chicago, Illinois, USA"
132157,Ezra Miller,Male,1992-09-30,"Wyckoff, New Jersey, USA"
230659,Takeru Satoh,Male,1989-03-21,"Saitama Prefecture,Japan"
84028,Yu Aoi,Female,1985-08-17,"Kasuga, Fukuoka"
31078,Tatsuya Fujiwara,Male,1982-05-15,"Saitama, Japan"
70209,Yusuke Iseya,Male,1976-05-29,"Tokyo, Japan"
21874,Alan Young,Male,1919-11-19,"North Shields, Tyne-and-Wear, England, UK"
78076,Wayne Allwine,Male,1947-02-07,"Glendale, California, USA"
78077,Clarence Nash,Male,1904-12-07,"Watonga, Oklahoma, USA"
25627,Hal Smith,Male,1916-08-24,"Petoskey, Michigan, USA"
40352,Will Ryan,Male,1939-11-13,"Cleveland, Ohio, USA"
3392,Michael Douglas,Male,1944-09-25,"New Brunswick, New Jersey, USA"
2228,Sean Penn,Male,1960-08-17,"Santa Monica, California, USA"
13549,Deborah Kara Unger,Female,1964-03-31,"Vancouver, British Columbia, Canada"
8986,James Rebhorn,Male,1948-09-01,Philadelphia - Pennsylvania - USA
5953,Spike Jonze,Male,1969-10-22,"Rockville, Maryland, USA"
5292,Denzel Washington,Male,1954-12-28,"Mount Vernon, New York, États-Unis"
883,Will Patton,Male,1954-06-14,"Charleston, South Carolina, USA"
43858,Ryan Hurst,Male,1976-06-19,"Santa Monica, California, U.S."
65829,Wood Harris,Male,1969-10-17,"Chicago, Illinois, United States"
17265,Hayden Panettiere,Female,1989-08-21,Palisades - New York - USA
2224,Christian Slater,Male,1969-08-18,"New York, New York City, USA"
4687,Patricia Arquette,Female,1968-04-08,Chicago - Illinois - USA
4688,Michael Rapaport,Male,1970-03-20,"New York City, New York, USA"
4689,Bronson Pinchot,Male,1959-05-20,New York City - New York - USA
64,Gary Oldman,Male,1958-03-21,"New Cross, London, England, UK"
2296,Clive Owen,Male,1964-10-03,"Keresley, Coventry, Warwickshire, England, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
1231,Julianne Moore,Female,1960-12-03,"Fayetteville, North Carolina, USA"
5294,Chiwetel Ejiofor,Male,1977-07-10,"Forest Gate, London, UK"
56365,Charlie Hunnam,Male,1980-04-10,"Newcastle upon Tyne, England, UK"
1241,John Turturro,Male,1957-02-28,"Brooklyn, New York, USA"
5168,Gabriel Byrne,Male,1950-05-12,"Dublin, Ireland"
4726,Marcia Gay Harden,Female,1959-08-14,"La Jolla, California, USA"
884,Steve Buscemi,Male,1957-12-13,"New York City, New York, USA"
3926,Albert Finney,Male,1936-05-09,"Salford, Greater Manchester, England, UK"
50,Catherine Deneuve,Female,1943-10-22,"Paris, France"
58339,Ian Hendry,Male,1931-01-13,"Ipswich, Suffolk, England, UK"
69555,John Fraser,Male,1931-03-18,"Glasgow, Scotland"
5962,Yvonne Furneaux,Female,1928-05-11,"Lille, Nord, Nord-Pas-de-Calais, France"
67917,Patrick Wymark,Male,1926-07-11,"Lincolnshire, England"
879,Billy Bob Thornton,Male,1955-08-04,"Hot Springs, Arkansas, USA"
20309,Dwight Yoakam,Male,1956-10-23,Pikeville - Kentucky - USA
22131,J.T. Walsh,Male,1943-09-28,"San Francisco, California, USA"
27772,John Ritter,Male,1948-09-17,Burbank - California - USA
155,Lucas Black,Male,1982-11-29,"Speake, Alabama, USA"
35742,Shah Rukh Khan,Male,1965-11-02,"New Delhi, Delhi, India"
55061,Kajol,Female,1974-08-05,"Mumbai, Maharashtra, India"
35780,Amitabh Bachchan,Male,1942-10-11,"Allahabad, Uttar Pradesh, India"
78749,Hrithik Roshan,Male,1974-01-10,"Mumbai, Maharashtra, India"
15827,Scott Weinger,Male,1975-10-05,"New York City, New York, U.S."
2157,Robin Williams,Male,1951-07-21,Chicago - Illinois - USA
15829,Linda Larkin,Female,1970-03-20,"Los Angeles, California, U.S."
15830,Jonathan Freeman,Male,1950-01-05,"Cleveland, Ohio, Stati Uniti"
15831,Frank Welker,Male,1946-03-12,"Denver, Colorado, USA"
121732,Fabrizio Bentivoglio,Female,1957-01-04,"Milan, Lombardy, Italy"
5077,Valeria Bruni Tedeschi,Female,1964-11-16,"Torino, Piemonte, Italia"
3124,Valeria Golino,Female,1966-10-22,"Naples, Campania, Italy"
34491,Luigi Lo Cascio,Male,1967-10-20,"Palermo, Italy"
14528,Yul Brynner,Male,1920-07-11,"Vladivostok, Russia"
3265,Eli Wallach,Male,1915-12-07,"Brooklyn, New York, USA"
13565,Steve McQueen,Male,1930-03-24,"Beech Grove, IN"
4960,Charles Bronson,Male,1921-11-03,"Ehrenfeld, Pennsylvania, USA"
14060,Robert Vaughn,Male,1932-11-22,"New York City, New York, USA"
76339,Claudio Santamaria,Male,1974-07-22,Roma - Italy
1523981,Ilenia Pastorelli,Female,1985-12-24,"Rome, Italy"
509344,Luca Marinelli,Male,1984-10-22,"Rome, Italy"
120640,Stefano Ambrogi,Male,1970-07-07,"Roma, Italy"
1228355,Sarah Fisher,Female,1993-01-19,"Ottawa, Ontario, Canada"
1228352,Luke Bilyk,Male,1994-11-10,"Toronto, Ontario, Canada"
54193,Sergio Di Zio,Male,1972-09-20,"Toronto, Ontario,  Canada"
964415,Zoë Belkin,Female,1993-05-03,Toronto - Ontario - Canada
1233,Philip Seymour Hoffman,Male,1967-07-23,Fairport - New York - USA
2206,Samantha Morton,Female,1977-05-13,"Nottingham, Nottinghamshire, England, UK"
10431,Jennifer Jason Leigh,Female,1962-02-05,"Hollywood, California, USA"
1812,Michelle Williams,Female,1980-09-09,"Kalispell, Montana, USA"
2229,Catherine Keener,Female,1959-03-23,Miami - Florida - USA
145121,Pierre Niney,Male,1989-03-13,"Boulogne-Billancourt, Francia"
4273,Charlotte Gainsbourg,Female,1971-07-21,"London, England, UK"
59031,Didier Bourdon,Male,1959-01-23,"Alger, Algérie"
28463,Jean-Pierre Darroussin,Male,1953-12-04,"Courbevoie, Hauts-de-Seine, France"
27433,Paolo Villaggio,Male,1932-12-31,"Genova, Liguria, Italy"
95019,Plinio Fernando,Male,1947-09-15,"Tunis, Tunisia"
106346,Gigi Reder,Male,1928-03-25,"Napoli, Campania, Italy"
31614,Anna Mazzamauro,Female,1941-12-01,Roma
478,Jamie Bell,Male,1986-03-14,"Billingham, Stockton on Tees, England, UK"
477,Julie Walters,Female,1950-02-22,"Smethwick, England, UK"
481,Jean Heywood,Female,1921-07-15,"Northumberand, England, UK"
479,Jamie Draven,Male,1979-05-14,"Wythenshawe, Manchester, Lancashire, England"
480,Gary Lewis,Male,1958-11-30,"Glasgow, Strathclyde, Scotland, UK"
3489,Naomi Watts,Female,1968-09-28,"Shoreham, Kent, England, UK"
1274508,Jaeden Lieberher,Male,2003-01-04,"Philadelphia, Pennsylvania, USA"
1277188,Jacob Tremblay,Male,2006-10-05,"Vancouver, British Columbia, Canada"
7404,Sarah Silverman,Female,1970-12-01,"Bedford, New Hampshire, USA"
1483976,Maddie Ziegler,Female,2002-09-30,"Pittsburgh, Pennsylvania, USA"
15070,Ken Foree,Male,1946-10-09,"Indianapolis, Indiana, U.S."
19588,Miyu Irino,Male,1988-02-19,"Tokyo, Japan"
119143,Kana Hanazawa,Female,1989-02-25,"Tokyo Prefecture, Japan"
14277,Klaus Kinski,Male,1926-10-18,"Zoppot, Free City of Danzig [now Sopot, Pomorskie, Poland]"
6553,Isabelle Adjani,Female,1955-06-27,"Gennevilliers, Hauts-de-Seine, France"
2310,Bruno Ganz,Male,1941-03-22,"Zürich-Seebach, Switzerland"
49505,Roland Topor,Male,1938-01-07,"Paris, France"
20699,Anamaria Marinca,Female,1978-04-01,"Iasi, Romania"
20698,Laura Vasiliu,Female,1976-01-25,"Piatra Neamt, Romania"
39959,Vlad Ivanov,Male,1969-06-25,"Botosani, Romania"
39960,Alexandru Potocean,Male,1984-04-21,"Timisoara, Romania"
39961,Luminița Gheorghiu,Female,1949-09-01,"Bucarest, Romania"
3063,Tilda Swinton,Female,1960-11-05,"London, England, UK"
17142,Paul Dano,Male,1984-06-19,"New York City, New York, USA"
1304602,Ahn Seo-hyun,Female,2004-01-12,"Suwon, South Korea"
